CodigoProvincia,NombreProvincia,CodigoSeccion,NombreMunicipio,CodigoLocalidad,NombreLocalidad,CodigoRecinto,NombreRecinto,CodigoMesa,NumeroMesa,UPP,MDA,MTS,NGP,LIBRE-PANDO,MNR,FSUTCP
1,Nicolás Suárez,3,Bolpebra,3261,3 Arroyos,1,U.E. Tres Estrellas,9001961,1,0,18,0,0,53,2,0
1,Nicolás Suárez,3,Bolpebra,3407,Litoral,1,U.E.  Santa Lucia,9001971,1,21,15,5,0,61,3,0
1,Nicolás Suárez,3,Bolpebra,3526,Yaminahua,1,U.E. De Yaminahua,9001981,1,1,6,4,1,31,0,0
1,Nicolás Suárez,3,Bolpebra,3869,San Miguel de Machineri,1,U.E. San Miguel,9001991,1,1,6,0,1,6,5,0
1,Nicolás Suárez,3,Bolpebra,3872,Nueva Canaán,1,U.E. Nueva Canaán,9002001,1,13,17,1,0,72,4,0
1,Nicolás Suárez,3,Bolpebra,4264,Vera Cruz,25950,U. E. Vera Cruz,9002061,1,3,27,10,2,67,4,0
1,Nicolás Suárez,3,Bolpebra,4447,Comunidad Campesina Turística Ecológica  Arca de Noé,26367,U.E. Arca de Noé,9002071,1,0,56,8,0,21,0,0
1,Nicolás Suárez,4,Bella Flor,1125,Villa el Carmen,23,U.E. Buena Vista,9002161,1,11,34,14,2,51,1,0
1,Nicolás Suárez,4,Bella Flor,1126,Karamanu Km 35,25,U.E.  Km. 35 de Karamanu,9002181,1,19,46,36,0,43,3,0
1,Nicolás Suárez,4,Bella Flor,1126,Karamanu Km 35,25,U.E.  Km. 35 de Karamanu,9002191,2,10,38,20,0,23,1,0
1,Nicolás Suárez,4,Bella Flor,1127,San Antonio Km 60,24,U.E.  Km. 60 de San Antonio,9002171,1,10,45,11,0,75,0,0
1,Nicolás Suárez,4,Bella Flor,1129,Mapajo (Samahuma),26,U.E. Mapajo,9002201,1,1,43,2,0,14,1,0
1,Nicolás Suárez,4,Bella Flor,3262,Santa Lucía,1,U.E.  Hugo Antequera,9002081,1,10,31,11,3,106,4,0
1,Nicolás Suárez,4,Bella Flor,3262,Santa Lucía,1,U.E.  Hugo Antequera,9002091,2,16,34,20,1,96,3,0
1,Nicolás Suárez,4,Bella Flor,3262,Santa Lucía,1,U.E.  Hugo Antequera,9002101,3,3,28,4,1,42,1,0
1,Nicolás Suárez,4,Bella Flor,3386,Montevideo,1,U.E. Jorge Benito Vera,9002111,1,31,41,3,3,37,2,0
1,Nicolás Suárez,4,Bella Flor,3386,Montevideo,1,U.E. Jorge Benito Vera,9002121,2,27,24,2,0,32,0,0
1,Nicolás Suárez,4,Bella Flor,3527,Florida (TCO),1,U.E. De Florida,9002131,1,1,3,1,0,5,0,0
1,Nicolás Suárez,4,Bella Flor,3874,San Pedro,1,U.E. Simon Bolívar,9002141,1,3,61,12,2,49,3,0
1,Nicolás Suárez,4,Bella Flor,3890,Santa Lourdes,1,U.E. Santa Lourdes,9002151,1,18,53,17,0,44,1,0
1,Nicolás Suárez,4,Bella Flor,4367,Castañera Campoana,26079,U. E. 24 de Septiembre,9002211,1,10,43,1,1,41,0,0
1,Nicolás Suárez,4,Bella Flor,4663,Comunidad Campesina El Fortín,32490,U.E. Fortín,9002221,1,4,35,12,0,9,0,0
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002274,1,25,9,3,16,63,3,0
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002284,2,31,15,11,21,52,4,0
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002294,3,20,14,9,9,68,4,0
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002304,4,21,16,10,12,67,1,0
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002314,5,19,10,11,14,57,0,0
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002324,6,14,9,9,18,69,2,0
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002334,7,12,19,6,16,73,5,0
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002344,8,9,9,11,11,63,6,0
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002354,9,21,12,12,16,65,8,0
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,27,U.E. La Salle Pedro Villa Lobos,9002364,10,22,7,12,5,50,2,0
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,25572,U.E. Puerto Rico,9002434,1,11,11,9,6,50,2,0
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,25572,U.E. Puerto Rico,9002444,2,13,3,8,11,28,3,0
2,Manuripi,1,Puerto Rico,1130,Puerto Rico,25572,U.E. Puerto Rico,9002454,3,16,5,6,3,22,3,0
2,Manuripi,1,Puerto Rico,1134,Conquista,28,U.E.  German Busch,9002374,1,8,64,1,15,54,1,0
2,Manuripi,1,Puerto Rico,1134,Conquista,28,U.E.  German Busch,9002384,2,13,69,2,18,60,1,0
2,Manuripi,1,Puerto Rico,1134,Conquista,28,U.E.  German Busch,9002394,3,3,8,1,0,12,0,0
2,Manuripi,1,Puerto Rico,1136,Batraja,29,U.E. Batraja,9002404,1,9,25,7,11,55,4,0
2,Manuripi,1,Puerto Rico,1136,Batraja,29,U.E. Batraja,9002414,2,10,18,5,4,32,7,0
2,Manuripi,1,Puerto Rico,2753,Manchester,40,U.E. Manchester,9002424,1,6,9,5,3,36,1,0
2,Manuripi,1,Puerto Rico,3066,Palestina (Rio Orthon),1,U.E. De Palestina,9002234,1,11,28,2,7,13,0,0
2,Manuripi,1,Puerto Rico,3256,San Antonio del Maty,1,U.E.  San Antonio,9002244,1,8,15,4,31,21,0,0
2,Manuripi,1,Puerto Rico,3399,Puerto Madre de Dios,1,U.E.  Silverio Rojas Gonzales,9002254,1,40,19,1,8,11,4,0
2,Manuripi,1,Puerto Rico,3528,Mandarino,1,U.E.  Los Mandarinos,9002264,1,7,3,3,7,28,1,0
2,Manuripi,1,Puerto Rico,4273,Abaroa Km. 10,25959,U. E. Carmelo Mojica,9002464,1,4,5,3,15,26,1,0
2,Manuripi,2,San Pedro,1140,Loma Velarde,34,U.E.  12 de Abril,9002504,1,8,34,7,2,103,1,0
2,Manuripi,2,San Pedro,1140,Loma Velarde,34,U.E.  12 de Abril,9002514,2,4,6,6,1,80,0,0
2,Manuripi,2,San Pedro,3401,3 Estrellas (TCO),1,U.E.  Jorge Haensel,9002474,1,4,43,7,1,115,1,0
2,Manuripi,2,San Pedro,3401,3 Estrellas (TCO),1,U.E.  Jorge Haensel,9002484,2,2,28,3,1,67,0,0
2,Manuripi,2,San Pedro,3879,Fortaleza,1,U.E. Fortaleza,9002494,1,5,101,5,1,39,0,0
2,Manuripi,3,Filadelfia,1143,Filadelfia,36,U.E. Filadelfia,9002634,1,21,29,27,6,79,6,0
2,Manuripi,3,Filadelfia,1143,Filadelfia,36,U.E. Filadelfia,9002644,2,13,36,14,13,87,7,0
2,Manuripi,3,Filadelfia,1143,Filadelfia,36,U.E. Filadelfia,9002654,3,17,37,28,9,63,5,0
2,Manuripi,3,Filadelfia,1143,Filadelfia,36,U.E. Filadelfia,9002664,4,0,8,4,1,4,0,0
2,Manuripi,3,Filadelfia,1145,Villa Bella (Purisima),37,U.E. Villa Bella,9002674,1,22,17,8,4,86,6,0
2,Manuripi,3,Filadelfia,1145,Villa Bella (Purisima),37,U.E. Villa Bella,9002684,2,3,2,2,0,15,0,0
2,Manuripi,3,Filadelfia,1146,Empresiña,38,U.E. Nueva Empresa,9002694,1,8,39,32,11,89,1,0
2,Manuripi,3,Filadelfia,1146,Empresiña,38,U.E. Nueva Empresa,9002704,2,18,21,15,2,61,2,0
2,Manuripi,3,Filadelfia,1147,Buyuyo,39,U.E. Buyuyo,9002714,1,9,38,4,1,125,5,0
2,Manuripi,3,Filadelfia,1147,Buyuyo,39,U.E. Buyuyo,9002724,2,2,2,1,0,18,1,0
2,Manuripi,3,Filadelfia,1149,Chive,41,U.E. Chive,9002734,1,13,23,11,3,82,3,0
2,Manuripi,3,Filadelfia,1149,Chive,41,U.E. Chive,9002744,2,12,22,5,1,68,5,0
2,Manuripi,3,Filadelfia,1151,Curichon,42,U.E. Curichon,9002754,1,7,20,2,8,62,5,0
2,Manuripi,3,Filadelfia,2802,San Antonio (Chive),46,U.E. San Antonio,9002764,1,16,12,2,0,25,1,0
2,Manuripi,3,Filadelfia,2897,Luz de America,80,U.E. Luz De America,9002774,1,6,20,17,14,67,3,0
2,Manuripi,3,Filadelfia,3257,Alta Gracia,1,U.E. Alta Gracia,9002524,1,1,52,1,1,14,0,0
2,Manuripi,3,Filadelfia,3298,Holanda,1,U.E. De Holanda,9002534,1,12,72,17,6,68,5,0
2,Manuripi,3,Filadelfia,3298,Holanda,1,U.E. De Holanda,9002544,2,10,53,25,4,60,4,0
2,Manuripi,3,Filadelfia,3299,Soberania,1,U.E.  Juancito Pinto,9002554,1,26,13,0,5,88,1,0
2,Manuripi,3,Filadelfia,3299,Soberania,1,U.E.  Juancito Pinto,9002564,2,31,35,3,4,74,2,0
2,Manuripi,3,Filadelfia,3402,La Cruz,1,U.E. De La Cruz,9002574,1,3,5,6,4,4,1,0
2,Manuripi,3,Filadelfia,3529,Florida (Chive),1,U.E.  Florida,9002584,1,3,25,10,3,76,1,0
2,Manuripi,3,Filadelfia,3758,Nueva Alianza,1,U.E. Nueva Alianza,9002594,1,5,33,9,5,106,20,0
2,Manuripi,3,Filadelfia,3758,Nueva Alianza,1,U.E. Nueva Alianza,9002604,2,3,31,6,3,48,11,0
2,Manuripi,3,Filadelfia,3880,Villa Primero de Mayo,1,U.E. Villa America,9002614,1,11,34,5,1,22,2,0
2,Manuripi,3,Filadelfia,3909,Ucia,1,U.E. Ucia,9002624,1,10,13,10,4,29,1,0
2,Manuripi,3,Filadelfia,4269,Puerto Sucre,25955,U. E. Puerto Sucre,9002784,1,57,40,8,3,45,4,0
2,Manuripi,3,Filadelfia,4269,Puerto Sucre,25955,U. E. Puerto Sucre,9002794,2,19,10,0,0,13,0,0
2,Manuripi,3,Filadelfia,4270,11 de Septiembre,25956,U. E. Arnoldo Gonzales,9002804,1,5,15,6,0,104,1,0
2,Manuripi,3,Filadelfia,4271,18 de Noviembre,25957,U. E. Bernardino Racua,9002814,1,10,29,4,2,47,1,0
3,Madre de Dios,1,Puerto Gonzalo Moreno,1155,Gonzalo Moreno,47,U.E. Luz En El Camino,9002831,1,39,40,13,12,40,0,0
3,Madre de Dios,1,Puerto Gonzalo Moreno,1155,Gonzalo Moreno,47,U.E. Luz En El Camino,9002841,2,26,42,15,9,50,3,0
3,Madre de Dios,1,Puerto Gonzalo Moreno,1155,Gonzalo Moreno,47,U.E. Luz En El Camino,9002851,3,37,63,16,3,41,0,0
3,Madre de Dios,1,Puerto Gonzalo Moreno,1155,Gonzalo Moreno,47,U.E. Luz En El Camino,9002861,4,25,75,9,5,38,0,0
3,Madre de Dios,1,Puerto Gonzalo Moreno,1155,Gonzalo Moreno,47,U.E. Luz En El Camino,9002871,5,16,52,19,5,45,3,0
3,Madre de Dios,1,Puerto Gonzalo Moreno,1157,Portachuelo Centro,51,U.E.  Portachuelo Dios Es Amor,9002941,1,5,137,3,0,6,0,0
3,Madre de Dios,1,Puerto Gonzalo Moreno,1157,Portachuelo Centro,51,U.E.  Portachuelo Dios Es Amor,9002951,2,0,43,3,0,0,0,0
3,Madre de Dios,1,Puerto Gonzalo Moreno,1157,Portachuelo Centro,26075,Sede Portachuelo Medio (Tacana),9002961,1,11,99,0,10,12,1,0
3,Madre de Dios,1,Puerto Gonzalo Moreno,1159,Agua Dulce,49,U.E. Agua Dulce,9002911,1,10,86,7,15,54,1,0
3,Madre de Dios,1,Puerto Gonzalo Moreno,1160,Las Piedras,48,U.E. Pedro Herrera,9002881,1,36,34,3,2,66,3,0
3,Madre de Dios,1,Puerto Gonzalo Moreno,1160,Las Piedras,48,U.E. Pedro Herrera,9002891,2,22,21,16,2,80,1,0
3,Madre de Dios,1,Puerto Gonzalo Moreno,1160,Las Piedras,48,U.E. Pedro Herrera,9002901,3,21,27,12,2,84,1,0
3,Madre de Dios,1,Puerto Gonzalo Moreno,1161,Miraflores,50,U.E. Miraflores,9002921,1,35,71,15,2,24,0,0
3,Madre de Dios,1,Puerto Gonzalo Moreno,1161,Miraflores,50,U.E. Miraflores,9002931,2,10,19,2,2,4,0,0
3,Madre de Dios,1,Puerto Gonzalo Moreno,3881,Contravaricia,1,U.E. 2 de Agosto,9002821,1,11,96,0,1,51,0,0
3,Madre de Dios,2,San Lorenzo,1142,Loreto,35,U.E.  6 de Junio,9003051,1,1,69,1,2,7,0,0
3,Madre de Dios,2,San Lorenzo,1164,Palestina (M.de Dios),55,U.E.  Genoveva Rios,9003131,1,3,67,1,1,1,0,0
3,Madre de Dios,2,San Lorenzo,1166,Trinidacito,54,U.E. Gregoria Destre Maturana,9003111,1,23,96,21,3,18,2,0
3,Madre de Dios,2,San Lorenzo,1166,Trinidacito,54,U.E. Gregoria Destre Maturana,9003121,2,4,8,1,0,3,0,0
3,Madre de Dios,2,San Lorenzo,1172,Blanca Flor,52,U.E.  24 de Septiembre,9003061,1,63,84,5,1,22,2,0
3,Madre de Dios,2,San Lorenzo,1172,Blanca Flor,52,U.E.  24 de Septiembre,9003071,2,56,67,5,1,43,2,0
3,Madre de Dios,2,San Lorenzo,1172,Blanca Flor,52,U.E.  24 de Septiembre,9003081,3,58,65,6,2,29,0,0
3,Madre de Dios,2,San Lorenzo,1172,Blanca Flor,52,U.E.  24 de Septiembre,9003091,4,86,58,3,1,30,0,0
3,Madre de Dios,2,San Lorenzo,1172,Blanca Flor,52,U.E.  24 de Septiembre,9003101,5,8,13,1,0,1,0,0
3,Madre de Dios,2,San Lorenzo,2754,Vista Alegre,56,U.E. Vista Alegre,9003141,1,12,93,4,1,48,2,0
3,Madre de Dios,2,San Lorenzo,2754,Vista Alegre,56,U.E. Vista Alegre,9003151,2,6,18,0,0,9,0,0
3,Madre de Dios,2,San Lorenzo,2800,Galilea,57,U.E. Galilea,9003161,1,26,110,7,5,15,1,0
3,Madre de Dios,2,San Lorenzo,3067,Sinaí,1,U.E.  Bruno Racua,9002971,1,8,33,0,1,13,0,0
3,Madre de Dios,2,San Lorenzo,3068,Ibéria,1,U.E. De Iberia,9002981,1,1,10,0,0,28,0,0
3,Madre de Dios,2,San Lorenzo,3253,Naranjal,1,U.E.  Soledad,9002991,1,11,154,0,1,17,3,0
3,Madre de Dios,2,San Lorenzo,3253,Naranjal,1,U.E.  Soledad,9003001,2,0,15,0,0,3,0,0
3,Madre de Dios,2,San Lorenzo,3428,San Salvador,25028,Escuela Eduardo Abaroa,9003171,1,9,37,1,4,28,1,0
3,Madre de Dios,2,San Lorenzo,3882,Samaria,1,U.E. 21 de Septiembre,9003011,1,5,70,6,1,3,0,0
3,Madre de Dios,2,San Lorenzo,3883,Genechiquia,1,U.E. 6 de Agosto,9003021,1,1,168,1,0,0,0,0
3,Madre de Dios,2,San Lorenzo,3884,Exaltación,1,U.E. 27 de Mayo,9003031,1,19,53,7,0,40,1,0
3,Madre de Dios,2,San Lorenzo,3885,Nuevo Horizonte,1,U.E. Nuevo Horizonte,9003041,1,21,9,1,0,28,0,0
3,Madre de Dios,2,San Lorenzo,4173,Charal,25573,U.E. Charal,9003181,1,17,52,2,7,42,1,0
3,Madre de Dios,2,San Lorenzo,4251,El Retorno,25934,U.E. Simón Bolivar,9003191,1,7,16,2,9,25,1,0
3,Madre de Dios,2,San Lorenzo,4252,Brigida,25935,U.E. Samuel Guillen,9003201,1,5,26,1,0,21,0,0
3,Madre de Dios,2,San Lorenzo,4254,Navidad,25937,U.E. 12 de Abril,9003211,1,21,22,0,0,27,0,0
3,Madre de Dios,2,San Lorenzo,4275,Nueva Esperanza,25961,U. E. 21 de Septiembre,9003221,1,2,31,0,2,56,0,0
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003301,1,29,14,7,7,59,0,0
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003311,2,27,16,4,10,48,2,0
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003321,3,17,13,4,5,64,1,0
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003331,4,19,14,3,1,68,1,0
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003341,5,21,23,8,4,70,2,0
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003351,6,20,21,9,4,54,2,0
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003361,7,19,22,2,4,58,2,0
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003371,8,17,28,11,6,81,0,0
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003381,9,29,28,6,3,58,2,0
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003391,10,26,21,4,2,74,1,0
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003401,11,25,13,6,3,72,3,0
3,Madre de Dios,3,Sena,1173,El Sena,62,U.E. El Sena,9003411,12,18,17,2,1,47,0,0
3,Madre de Dios,3,Sena,1173,El Sena,32491,U.E. Mariano Justiniano Orbe,9003531,1,3,15,2,1,19,1,0
3,Madre de Dios,3,Sena,1176,Santa Rosa del Manupare,65,U.E. Santa Rosa,9003431,1,7,4,3,6,6,0,0
3,Madre de Dios,3,Sena,1177,Las Mercedes,64,U.E. Las Mercedes,9003421,1,3,4,15,1,8,1,0
3,Madre de Dios,3,Sena,1179,Palma Real,66,U.E. Palma Real,9003441,1,16,13,2,3,58,3,0
3,Madre de Dios,3,Sena,1179,Palma Real,66,U.E. Palma Real,9003451,2,15,22,2,5,50,0,0
3,Madre de Dios,3,Sena,1179,Palma Real,66,U.E. Palma Real,9003461,3,15,8,3,5,32,2,0
3,Madre de Dios,3,Sena,3252,Remanzo,1,U.E. Remanso,9003231,1,7,3,1,1,17,1,0
3,Madre de Dios,3,Sena,3300,El Turi (Carretera),2,U.E.  2 de Agosto,9003281,1,1,42,1,1,21,1,0
3,Madre de Dios,3,Sena,3317,Pekin,2,U.E. De Pekin,9003291,1,6,2,0,2,15,0,0
3,Madre de Dios,3,Sena,3530,El Turi (Comunidad Indígena),1,U.E. El Turi (Rio Manurape),9003241,1,11,18,9,24,26,2,0
3,Madre de Dios,3,Sena,3530,El Turi (Comunidad Indígena),1,U.E. El Turi (Rio Manurape),9003251,2,2,1,1,2,5,0,0
3,Madre de Dios,3,Sena,3886,San Salvador,1,U.E. San Francisco,9003261,1,5,39,4,4,15,2,0
3,Madre de Dios,3,Sena,3891,Santa Elena,1,U.E. Santa Elena,9003271,1,9,8,17,4,23,1,0
3,Madre de Dios,3,Sena,4014,Copacabana,25330,U.E. 4 de Agosto,9003471,1,12,23,5,1,35,0,0
3,Madre de Dios,3,Sena,4103,Villa Cotoca,25512,U.E. 1ro. de Mayo,9003481,1,20,8,3,0,26,1,0
3,Madre de Dios,3,Sena,4104,Brígida II,25513,U.E. Mahanain,9003491,1,3,13,2,3,6,0,0
3,Madre de Dios,3,Sena,4105,Monte Sinai,25514,U.E. Juana Azurduy De Padilla,9003501,1,32,12,4,1,45,0,0
3,Madre de Dios,3,Sena,4106,San Antonio,25515,U.E. San Antonio,9003541,1,3,19,0,0,19,0,0
3,Madre de Dios,3,Sena,4274,Girado,25960,U. E. Nuestra Señora del Carmen,9003511,1,6,61,1,6,32,1,0
3,Madre de Dios,3,Sena,4274,Girado,25960,U. E. Nuestra Señora del Carmen,9003521,2,0,27,0,4,4,0,0
4,Abuná,1,Santa Rosa,1181,Santa Rosa del Abuna,69,U.E. Abuna,9003604,1,20,12,4,0,75,15,0
4,Abuná,1,Santa Rosa,3301,1 de Mayo,1,U.E.  Zacarias Moreno,9003554,1,34,9,37,2,83,2,0
4,Abuná,1,Santa Rosa,3301,1 de Mayo,1,U.E.  Zacarias Moreno,9003564,2,21,9,28,2,65,5,0
4,Abuná,1,Santa Rosa,3697,Villa El Carmen,1,U.E. Augusto Gutierrez Banzer,9003574,1,48,9,2,1,54,0,0
4,Abuná,1,Santa Rosa,3759,Nueva Esperanza(Urbanización Puerto Morales),1,U.E. Genoveva Ríos,9003584,1,12,10,97,3,22,9,0
4,Abuná,1,Santa Rosa,3910,Mariscal Antonio José de Sucre Bernardino Racua,1,U.E. Pedro Domingo Murrillo,9003594,1,16,7,5,3,40,6,0
4,Abuná,1,Santa Rosa,4253,Nacebe,25936,U.E. Benito Tirina Suarez,9003614,1,30,5,4,0,29,6,0
4,Abuná,1,Santa Rosa,4443,Comunidad  Alto Bahia,26363,U.E. Walter Melgar Mejía,9003624,1,21,25,6,0,21,3,0
4,Abuná,2,Ingavi,1185,Humaita,73,U.E. Humaita,9003644,1,33,46,4,5,70,0,0
4,Abuná,2,Ingavi,1185,Humaita,73,U.E. Humaita,9003654,2,24,62,1,0,80,0,0
4,Abuná,2,Ingavi,1185,Humaita,73,U.E. Humaita,9003664,3,6,22,3,0,30,0,0
4,Abuná,2,Ingavi,1186,Ingavi,74,U.E. Ingavi,9003674,1,2,37,32,2,56,1,0
4,Abuná,2,Ingavi,1187,Derrepente,75,U.E. Derrepente,9003684,1,3,4,1,1,29,0,0
4,Abuná,2,Ingavi,3531,Las Amalias,1,U.E. Las Amalias,9003634,1,0,9,9,1,16,0,0
4,Abuná,2,Ingavi,4265,Mapiri,25951,U. E. San Antonio,9003694,1,15,72,3,1,15,1,0
4,Abuná,2,Ingavi,4266,Barro Alto,25952,U. E. 10 de Marzo,9003704,1,3,1,11,2,7,1,0
4,Abuná,2,Ingavi,4662,Nuevo Milenio,32489,U.E. Nuevo Milenio,9003714,1,6,3,26,2,7,1,0
5,Federico Román,1,Nueva Esperanza,2796,Nueva Esperanza,76,U.E.  Manuel Estremadoiro Martinez,9003764,1,6,17,3,0,84,2,0
5,Federico Román,1,Nueva Esperanza,2796,Nueva Esperanza,76,U.E.  Manuel Estremadoiro Martinez,9003774,2,3,15,0,0,59,1,0
5,Federico Román,1,Nueva Esperanza,3259,Arca de Israel,1,U.E.  Monte Sinai,9003724,1,41,89,1,0,16,0,0
5,Federico Román,1,Nueva Esperanza,3302,Puerto Consuelo,1,U.E. Rufino Chao,9003734,1,6,13,9,2,21,0,0
5,Federico Román,1,Nueva Esperanza,3404,Puerto Consuelo Area 2,1,U.E. Gral. Federico Román,9003744,1,2,27,4,1,43,0,0
5,Federico Román,1,Nueva Esperanza,3911,Gran Cruz,1,U.E. La Gran Cruz,9003754,1,3,24,0,0,11,0,0
5,Federico Román,1,Nueva Esperanza,4107,Nueva Unión,25516,U.E. Bruno Racua,9003784,1,6,43,5,0,38,0,0
5,Federico Román,1,Nueva Esperanza,4268,La Selva,25954,U. E. San Andrés,9003794,1,0,33,0,0,11,0,0
5,Federico Román,2,Villa Nueva,1192,Loma Alta,77,U.E.  Andres Idagua,9003824,1,30,51,8,2,54,3,0
5,Federico Román,2,Villa Nueva,1192,Loma Alta,77,U.E.  Andres Idagua,9003834,2,20,72,13,0,49,0,0
5,Federico Román,2,Villa Nueva,1192,Loma Alta,77,U.E.  Andres Idagua,9003844,3,22,32,5,0,24,0,0
5,Federico Román,2,Villa Nueva,1195,Enarevena,78,U.E. Enarevena,9003854,1,3,35,3,0,59,1,0
5,Federico Román,2,Villa Nueva,3303,Santa Fé,1,U.E. Juana Azurduy De Padilla,9003804,1,11,13,2,0,22,1,0
5,Federico Román,2,Villa Nueva,3405,Santa Crucito,1,U.E.  Roberto Gonzales,9003814,1,5,74,13,1,24,1,0
5,Federico Román,2,Villa Nueva,4101,San Ignacio,25510,U.E. Mariscal Sucre,9003864,1,1,12,2,0,44,1,0
5,Federico Román,2,Villa Nueva,4102,Perseverancia,25511,U.E. 24 de Junio,9003874,1,17,14,4,0,15,2,0
5,Federico Román,2,Villa Nueva,4444,Comunidad Campesina  Bella Brisa,26364,U.E. Mario Cortez Vaca,9003884,1,3,20,1,0,12,5,0
5,Federico Román,2,Villa Nueva,4445,Comunidad Campesina  Triunfo,26365,U.E. 24 de Septiembre,9003894,1,1,6,0,1,40,0,0
5,Federico Román,3,Santos Mercado,3065,Reserva,1,19 de Octubre,9003904,1,9,42,6,0,104,2,0
5,Federico Román,3,Santos Mercado,3065,Reserva,1,19 de Octubre,9003914,2,11,33,7,2,70,0,0
5,Federico Román,3,Santos Mercado,3532,San Martin del Pacahuara,1,U.E.  23 de Marzo,9003924,1,44,33,19,2,27,1,0
5,Federico Román,3,Santos Mercado,3532,San Martin del Pacahuara,1,U.E.  23 de Marzo,9003934,2,27,23,20,1,27,1,0
5,Federico Román,3,Santos Mercado,3888,Villa Victoria,1,U.E. 11 de Septiembre,9003944,1,9,84,6,0,30,0,0
5,Federico Román,3,Santos Mercado,3888,Villa Victoria,1,U.E. 11 de Septiembre,9003954,2,1,11,1,1,1,0,0
5,Federico Román,3,Santos Mercado,4267,Chiripa,25953,U. E. 25 de Mayo,9003964,1,5,4,51,0,15,0,0
5,Federico Román,3,Santos Mercado,4660,Comunidad San Martin de Pacahuara,32506,U.E. 1 de Abril,9003984,1,18,5,8,0,10,0,0
5,Federico Román,3,Santos Mercado,4661,Puerto Bolívar,32488,U.E. 1 de Mayo,9003974,1,6,18,1,0,6,0,0
